business_id,stars,review_count,price_range,takeout,delivery,reservations,outdoor_seating,good_for_kids,postal_code,competition_density
jLerIZFpe25jOUf722qzBA,4.0,120,2.0,1.0,0.0,0.0,1.0,1.0,70115.0,267.0
qq6vsh6ZEshfv4mTdrjA0g,4.0,141,2.0,1.0,1.0,1.0,1.0,1.0,70130.0,602.0
eGi5vLxSXjHkmubADGhFPg,4.5,10,2.0,1.0,1.0,0.0,1.0,0.0,70130.0,602.0
D73evJ9PZKxO3E5TaThe3w,3.0,510,2.0,1.0,0.0,1.0,1.0,1.0,70115.0,267.0
26P-A2QGP38Fevb0VtebNA,3.5,106,2.0,1.0,0.0,1.0,0.0,0.0,70112.0,173.0
f4vbnGoGo3eWorVekctVGQ,4.5,328,2.0,1.0,0.0,0.0,1.0,1.0,70118.0,165.0
1T9iKJeQsxgt-0M1RGpVrg,4.0,22,3.0,1.0,0.0,1.0,1.0,0.0,70130.0,602.0
Y-lDDyIlaYqPwQkunfA-4g,3.0,8,2.0,0.0,0.0,1.0,0.0,1.0,70114.0,40.0
wip9jr75dmyrEWz2_khRXA,5.0,27,2.0,1.0,0.0,0.0,1.0,0.0,70118.0,165.0
wuE1RgcEpSCBeN6nWRBeGA,4.0,11,1.0,1.0,0.0,0.0,1.0,0.0,70126.0,35.0
Q8YTUFvcSrT8a8UWxZvhxw,4.5,70,2.0,1.0,1.0,0.0,0.0,0.0,70130.0,602.0
UVE_f01HDCnkyQVhIApUrQ,4.0,30,1.0,1.0,0.0,0.0,1.0,1.0,70112.0,173.0
WecgAHgzAPLOmM-6-Iga2A,3.0,110,2.0,1.0,1.0,0.0,1.0,1.0,70130.0,602.0
Zi-F-YvyVOK0k5QD7lrLOg,4.0,1963,3.0,1.0,1.0,1.0,0.0,0.0,70116.0,227.0
ga7jZd-JccpMqdSTgY2lUA,4.5,172,2.0,1.0,1.0,0.0,1.0,1.0,70119.0,214.0
tYkgqLuWjmgP6OE4hhHkRA,3.0,152,2.0,1.0,1.0,0.0,1.0,0.0,70119.0,214.0
_wAZ34j3cqHnfTYayOZUTw,3.5,6,2.0,0.0,0.0,0.0,0.0,0.0,70130.0,602.0
LkCFcD-5QyNIUnEfO78npw,3.5,655,2.0,1.0,0.0,1.0,1.0,1.0,70130.0,602.0
PC62l488ujL8i75jrBiOlg,4.0,182,2.0,0.0,0.0,0.0,1.0,0.0,70130.0,602.0
z_uEYQoeiqOJ1k8PNHb38w,1.5,10,1.0,1.0,1.0,0.0,0.0,0.0,70126.0,35.0
4fSx_kno0HeGHwkFwO6TPQ,3.5,63,2.0,1.0,0.0,0.0,1.0,0.0,70130.0,602.0
nJxeH1phWTAXVltSb5bcbg,3.0,60,1.0,1.0,1.0,0.0,0.0,1.0,70125.0,57.0
px4WD9YzhnUMxx4jCSFt7A,5.0,12,2.0,0.0,0.0,0.0,0.0,0.0,70130.0,602.0
znmW7djuEJjlMI0hw-utEw,2.5,97,1.0,1.0,1.0,0.0,0.0,1.0,70118.0,165.0
n9XOrHEkCfkj7iEPwp4ufA,3.5,58,2.0,1.0,0.0,1.0,1.0,1.0,70130.0,602.0
WqteSM1GLr8FXefQcIqT5w,4.0,488,3.0,1.0,1.0,1.0,1.0,0.0,70116.0,227.0
F7X0lOg0I_1NfVDNFYPe-A,4.5,97,1.0,1.0,1.0,0.0,0.0,1.0,70123.0,27.0
CTAQDdtQbVpGw5FysZ6cEA,4.0,54,2.0,1.0,1.0,0.0,1.0,1.0,70130.0,602.0
RTPzPAxxXHUNceAHHy4XfQ,2.0,40,2.0,1.0,0.0,1.0,1.0,1.0,70130.0,602.0
Y9QwSBlJ8DRvde-udRp2yQ,3.0,82,3.0,0.0,0.0,1.0,1.0,0.0,70115.0,267.0
qt_E6txwQ1h62wyv8701UQ,4.0,355,2.0,1.0,1.0,1.0,1.0,1.0,70119.0,214.0
4h5-Tyev0jX1GsuzUo_rYw,3.5,31,1.0,1.0,0.0,0.0,0.0,0.0,70122.0,49.0
dM-jvXF7OmNjVLYrzTxl-Q,4.5,16,2.0,0.0,0.0,0.0,1.0,0.0,70115.0,267.0
OZ75-Oqne48k7DTTpeggGA,2.5,11,1.0,1.0,1.0,0.0,0.0,0.0,70118.0,165.0
FFswTVJc-omih2HShm0a6A,4.0,43,2.0,1.0,0.0,0.0,1.0,1.0,70122.0,49.0
6dMQTOH8Efl6m2eJRgIjCw,4.0,24,1.0,1.0,1.0,0.0,0.0,1.0,70113.0,58.0
Z3Dht_4zZMiRikprRRgWFw,2.0,50,1.0,1.0,1.0,0.0,0.0,1.0,70128.0,24.0
k5cwuKa2QxiLtTLVNxCwxQ,3.0,41,1.0,1.0,1.0,0.0,0.0,1.0,70129.0,6.0
dnfe-luIWnpH6qOWp5yBiw,4.5,42,2.0,1.0,1.0,0.0,1.0,1.0,70125.0,57.0
vT1zrTTIji2JDhUHjFKopg,4.0,111,1.0,1.0,0.0,0.0,0.0,1.0,70125.0,57.0
XJQTL0Sjv2eWCdE4_c1J4A,2.5,14,1.0,1.0,1.0,0.0,1.0,1.0,70126.0,35.0
SYt7k9UXqVjkmUEw6s2u-A,4.5,16,1.0,0.0,0.0,0.0,0.0,0.0,70116.0,227.0
Wmeez3dUfKkCGZT3lMZGFg,4.5,27,4.0,0.0,0.0,1.0,1.0,0.0,70112.0,173.0
WrYoTcyZLmezgbzwiAg9cw,3.5,16,3.0,1.0,1.0,0.0,1.0,0.0,70115.0,267.0
YBFuCp16mq4Q4UF7Zfg2Vw,4.5,19,2.0,1.0,0.0,0.0,1.0,1.0,70114.0,40.0
PRpjxJNfK0I_em5CNLYpVA,2.0,64,2.0,1.0,1.0,0.0,0.0,1.0,70114.0,40.0
0YHf1ohzF9h7_KzMAEgRcw,3.0,108,2.0,1.0,1.0,1.0,0.0,1.0,70130.0,602.0
fIBMKVl-dyb3KyM11UBJPQ,3.0,222,2.0,1.0,1.0,0.0,1.0,0.0,70130.0,602.0
5JyEHdmTufydVTQsw4afQg,3.5,37,1.0,1.0,0.0,0.0,1.0,0.0,70122.0,49.0
5OZUnH2kiimTKDq3UTXefA,4.0,9,1.0,1.0,0.0,0.0,0.0,0.0,70032.0,2.0
1nrParYmGT7pQffdhkbJVQ,4.5,14,2.0,0.0,0.0,0.0,0.0,0.0,70170.0,9.0
Q82yOM1sBQzBlslDfr28Dw,2.0,15,1.0,1.0,1.0,0.0,0.0,1.0,70128.0,24.0
f1Iak_fzgFy_v2R_EnspXg,4.5,7,1.0,1.0,0.0,0.0,1.0,1.0,70122.0,49.0
qYjQyfMw_UOJztjmapyHTQ,4.0,109,2.0,1.0,0.0,1.0,1.0,0.0,70117.0,144.0
kb1Tf4xwb7CQW5OXf9zwqw,4.0,601,2.0,1.0,1.0,1.0,1.0,0.0,70119.0,214.0
DcBLYSvOuWcNReolRVr12A,3.5,3160,2.0,1.0,1.0,1.0,0.0,1.0,70140.0,1.0
IAQZu_JHv76rsgcHgZGbMA,3.0,5,2.0,1.0,0.0,0.0,0.0,1.0,70121.0,17.0
x1jISqtNYQufDbn9HFSWHg,2.0,14,1.0,0.0,1.0,0.0,0.0,1.0,70113.0,58.0
ukMy1_eFj5nKSZSPYd4LSA,4.5,33,2.0,1.0,1.0,0.0,1.0,0.0,70118.0,165.0
b8a3qRSdA_QMtLIICWoctw,3.5,256,2.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
uKSePOaOftBQpu7bJBtrZA,4.5,14,2.0,0.0,0.0,0.0,0.0,0.0,70112.0,173.0
zbaBwAo-UGWZPTvbJVV9Iw,3.0,108,2.0,1.0,1.0,0.0,1.0,1.0,70121.0,17.0
2W_TSSGDzuEATKQXquo47g,5.0,67,2.0,1.0,0.0,1.0,0.0,1.0,70113.0,58.0
P-J_RozYISAoXCr5Q8E3ww,4.5,5,1.0,1.0,0.0,0.0,0.0,1.0,70112.0,173.0
3ePXM2FPZmVef4MsI5loeA,3.5,28,2.0,1.0,1.0,0.0,0.0,0.0,70115.0,267.0
ZTctPm8-lBy0iJ9dFhYhyQ,4.0,879,3.0,1.0,1.0,1.0,1.0,0.0,70130.0,602.0
9MWtHrYUrEJkAJ06gAdp1A,4.5,6,2.0,1.0,0.0,0.0,1.0,0.0,70130.0,602.0
ZZlHHzmyohS4uHiMNtcbhQ,4.0,71,1.0,1.0,0.0,0.0,0.0,1.0,70112.0,173.0
QD48BhLk7lDTgOL_NiVCCw,3.5,210,2.0,1.0,0.0,0.0,0.0,1.0,70115.0,267.0
Hy7oJvCAerQg1eTSzY_sCQ,3.0,5,2.0,1.0,0.0,1.0,0.0,0.0,70130.0,602.0
pUlpCJBYR7chLMMUKA5Ydg,4.0,565,2.0,1.0,0.0,1.0,0.0,0.0,70116.0,227.0
TVDe34aKHkjaEOtCqffwbw,4.0,572,2.0,1.0,0.0,1.0,1.0,1.0,70116.0,227.0
7kV8IVOAm2UNAP4vhMEuJQ,3.5,11,1.0,1.0,0.0,0.0,1.0,1.0,70118.0,165.0
BrospeMqVM_tF9HH0RHuog,4.0,292,2.0,1.0,0.0,0.0,0.0,1.0,70117.0,144.0
zbgsdPMmrNM_QiZXslbJXA,4.5,158,2.0,1.0,0.0,1.0,0.0,1.0,70112.0,173.0
mXsfheczyGsMPsRSO_DGBw,3.5,10,2.0,1.0,0.0,0.0,0.0,1.0,70117.0,144.0
rNfFdGIFT27ItMzG3qQCWQ,4.5,49,2.0,1.0,0.0,0.0,0.0,0.0,70117.0,144.0
xdIUHgxMScxlGiiEdwsgnA,4.0,43,1.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
9OCsSHr6OCSyR91BFIbszQ,3.5,997,2.0,1.0,0.0,0.0,1.0,1.0,70116.0,227.0
sroYm8E9BbnnLO3nhKjomg,4.5,91,2.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
oLNTzsLmr5LMbBCA2SQWqg,3.0,167,2.0,1.0,0.0,1.0,1.0,0.0,70130.0,602.0
phjKQDkg4l062nUifkqbLQ,1.5,17,1.0,1.0,1.0,0.0,0.0,1.0,70118.0,165.0
5GtSeo2OyXeSveJn5Ojxig,4.0,241,2.0,1.0,1.0,0.0,0.0,1.0,70116.0,227.0
Jk7abQBp7BTOt7c5F88Jwg,4.0,20,1.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
flr22rkcBITW_8NntgCKUw,4.5,22,2.0,1.0,1.0,1.0,1.0,0.0,70118.0,165.0
0QKdimej8VlFkE-rUosx4A,4.0,69,2.0,1.0,1.0,0.0,0.0,1.0,70116.0,227.0
agK5cXwnBQozM2M-5kLvzw,3.5,598,2.0,1.0,0.0,1.0,1.0,1.0,70130.0,602.0
NNDSeTxshrEt44u7PZL9sA,2.0,11,2.0,1.0,0.0,0.0,0.0,0.0,70130.0,602.0
I0_cJq9-T8STDafrdqMR9A,2.5,20,1.0,1.0,1.0,0.0,0.0,1.0,70125.0,57.0
N_l-7ph7JJ6UchQfZIkUcA,4.5,79,2.0,1.0,0.0,1.0,0.0,1.0,70131.0,17.0
4XDoDb7D8j0WWb8EDC1ljA,3.5,41,2.0,1.0,1.0,0.0,1.0,1.0,70117.0,144.0
2oJV-vS0Cu8cYt7_TbzOww,4.0,25,2.0,1.0,0.0,0.0,0.0,0.0,70115.0,267.0
98UZXU82kKK0YZgPJhTpAQ,3.0,18,1.0,1.0,0.0,1.0,1.0,0.0,70130.0,602.0
wjZwXKDiFBQXlO8-TjQTXA,3.5,591,2.0,0.0,0.0,1.0,1.0,0.0,70130.0,602.0
J1bG9ezYHMkzqV1yRsVtQQ,3.5,325,2.0,1.0,1.0,1.0,0.0,1.0,70130.0,602.0
XkQadWW9bUR855KvPZBNUw,3.0,611,2.0,1.0,1.0,1.0,1.0,1.0,70130.0,602.0
F_3AV0KEJVuDKa3AFWbXnQ,3.0,23,2.0,1.0,0.0,0.0,0.0,0.0,70130.0,602.0
q2rNovrR1ygAr5TLHSX70g,2.5,12,1.0,1.0,0.0,0.0,0.0,1.0,70112.0,173.0
mhrW9O0O5hXGXGnEYBVoag,4.5,2406,2.0,1.0,0.0,1.0,0.0,1.0,70118.0,165.0
WENbCl6Z11qLfmolyOfaeg,3.5,271,2.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
sojdFExw0HlPCcgM_G1n9w,4.0,85,2.0,1.0,1.0,0.0,0.0,0.0,70117.0,144.0
yTjAklAfdPSXsQk8bL8YbQ,3.5,15,1.0,1.0,1.0,0.0,0.0,0.0,70130.0,602.0
BqI7wAq0WkpWPLjUcKjjnw,3.0,51,1.0,1.0,1.0,0.0,0.0,1.0,70112.0,173.0
Ni4_uzV4Tla2yqLEJH0A5w,3.5,89,2.0,1.0,1.0,0.0,0.0,1.0,70125.0,57.0
Hb1mbcX7WcHaISJSmx1lPg,3.5,41,2.0,1.0,0.0,1.0,1.0,0.0,70130.0,602.0
GBchqTKrmBzZl_0LHHk_2A,3.5,29,3.0,1.0,0.0,1.0,0.0,0.0,70130.0,602.0
eFtQDmNER9pRB9YdPxMMXA,3.0,284,2.0,1.0,1.0,0.0,0.0,1.0,70115.0,267.0
Y-nPMfGB29SbkAMZvT7ERA,4.0,19,2.0,1.0,0.0,0.0,0.0,1.0,70115.0,267.0
LGuxQ2tn_NNnFQRiOgqbpw,4.5,45,2.0,1.0,0.0,0.0,0.0,1.0,70053.0,1.0
UxPNpzKEC4FpdidHz8MCcA,2.5,23,1.0,1.0,1.0,0.0,0.0,1.0,70118.0,165.0
TiXkzPmmUAOwEexLmck2Tw,3.0,20,2.0,1.0,1.0,1.0,1.0,1.0,70116.0,227.0
MuJBELBk9VXJjH0tryDh1w,4.0,186,2.0,1.0,0.0,0.0,1.0,1.0,70125.0,57.0
NRfPp3teG31PgEJuIipbSw,5.0,10,1.0,1.0,0.0,0.0,0.0,0.0,70112.0,173.0
BO0obUwPGWytgFR5zkhE5Q,3.0,117,2.0,1.0,0.0,1.0,1.0,1.0,70130.0,602.0
BKVqNzdYC7oV68uViYtmiw,3.0,18,2.0,1.0,0.0,0.0,0.0,0.0,70130.0,602.0
Cm_l5Zp_5ahUrzz3cifdgQ,4.0,80,1.0,1.0,0.0,0.0,1.0,0.0,70117.0,144.0
iYUwyARgC_RNPA1rTlL3-Q,4.5,382,2.0,1.0,0.0,0.0,1.0,1.0,70121.0,17.0
fAo8CUFSTgxVeKKyurQadQ,2.5,8,1.0,1.0,0.0,0.0,1.0,0.0,70130.0,602.0
Xwy4T_2OsaQ8kSqxdL92Ow,4.5,9,2.0,0.0,0.0,0.0,1.0,0.0,70117.0,144.0
yLh19zRsOYbs2ukRTEhkpA,4.5,101,2.0,1.0,0.0,1.0,1.0,0.0,70115.0,267.0
AhVvuzwWQU__CligbY4r0Q,4.0,794,2.0,1.0,1.0,0.0,1.0,1.0,70130.0,602.0
CANuOWl6Z4soWkK2_1NWcw,3.0,167,2.0,1.0,1.0,1.0,1.0,1.0,70130.0,602.0
qiLvgdXkIjq0rw5HLYwxXw,3.5,76,2.0,0.0,0.0,0.0,1.0,0.0,70130.0,602.0
yDkLJSsBEIwybIvCebFPww,5.0,14,2.0,1.0,0.0,0.0,1.0,1.0,70113.0,58.0
JIMo4CQNZiLYa8Tak4EFiA,5.0,11,1.0,1.0,0.0,0.0,0.0,0.0,70113.0,58.0
7dLQkwWU2fRqTlvplg0iMw,4.0,223,1.0,1.0,1.0,0.0,0.0,0.0,70130.0,602.0
UX6y4Tbwsm0Y2kpgKsrxFA,2.5,36,2.0,1.0,1.0,0.0,1.0,0.0,70115.0,267.0
8R-ObAoppiDpucPYjyncUw,2.5,276,2.0,0.0,0.0,1.0,0.0,1.0,70130.0,602.0
WBddJ9h_3-El2weqkPtddQ,3.5,42,2.0,0.0,0.0,0.0,0.0,0.0,70126.0,35.0
69R0QwXKjNDpilMgtzeLqA,5.0,50,2.0,1.0,1.0,0.0,1.0,0.0,70117.0,144.0
T6OtDhpyfyI_ZCK5zE8UuA,2.5,40,1.0,1.0,0.0,0.0,0.0,0.0,70130.0,602.0
v1asaO_w70uXFnsDrASPOg,3.5,28,2.0,1.0,1.0,0.0,1.0,1.0,70130.0,602.0
5PQN0avp7evppdd36MFeKg,3.5,10,2.0,0.0,0.0,0.0,0.0,0.0,70113.0,58.0
49C1QPz9uxD-UyuYwgPhBA,4.0,53,2.0,1.0,1.0,0.0,0.0,1.0,70126.0,35.0
aV8lLV-o6g53R-HUTmykpw,4.5,16,2.0,0.0,0.0,0.0,0.0,0.0,70115.0,267.0
9xErhLpjFcoA39AFeN3lUA,4.5,274,2.0,1.0,0.0,0.0,0.0,1.0,70119.0,214.0
D8hXDsv3TG-i2dvzgY5kLQ,3.5,416,2.0,1.0,0.0,1.0,1.0,0.0,70116.0,227.0
WtHNaPhVH6q1hKCvcjOc-w,3.0,67,2.0,1.0,0.0,0.0,1.0,1.0,70118.0,165.0
hfbZ97Te3T4jeWN6GgsGrQ,4.0,2010,2.0,1.0,1.0,0.0,1.0,1.0,70113.0,58.0
y8KUzZaLJHSJHqX5w6WNOg,4.0,5,4.0,0.0,0.0,1.0,0.0,0.0,70116.0,227.0
SPfxKVRdrAM41uuIJjIQCQ,4.5,12,2.0,1.0,1.0,0.0,0.0,0.0,70130.0,602.0
y2_lmJ3q-cVVR85ulsz45Q,4.0,81,2.0,1.0,1.0,0.0,1.0,1.0,70124.0,69.0
JHyxZ_rhJ2DziKQ9BDsLtQ,4.5,208,2.0,1.0,1.0,1.0,1.0,1.0,70119.0,214.0
xjuNVMzPPqEYbRN_hFtecA,4.0,18,1.0,1.0,1.0,0.0,1.0,1.0,70112.0,173.0
wtwDcp79klLOLaIjCFHQCA,4.5,297,3.0,1.0,0.0,1.0,0.0,0.0,70115.0,267.0
pJIKpN7Fyl4aCBIv8jBldA,4.5,58,1.0,1.0,0.0,1.0,0.0,1.0,70119.0,214.0
WSi08gApEgsS62TIE78J_g,2.0,125,2.0,1.0,1.0,0.0,1.0,1.0,70131.0,17.0
LTcXkeq0iLoHEW-LMpWMBw,4.0,10,2.0,1.0,1.0,1.0,0.0,1.0,70130.0,602.0
EC20rN7JtmAPIxcw3MTzcQ,4.0,457,2.0,0.0,0.0,0.0,1.0,0.0,70116.0,227.0
FCCnOgjjvwQJBAy3u2fcLA,4.0,269,3.0,0.0,0.0,1.0,0.0,0.0,70130.0,602.0
7gtWQMLOEwCxh1I5j6uB4g,4.5,308,2.0,1.0,1.0,0.0,1.0,1.0,70130.0,602.0
BSKzmE_KCDGHPXQVR7N0PQ,4.0,31,1.0,1.0,0.0,0.0,1.0,1.0,70115.0,267.0
0aUlooXPSltR7-s7Wfsa6A,3.5,424,1.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
Fn5kDzO8OWOqoLYkeO2gLg,3.5,37,2.0,1.0,1.0,0.0,1.0,1.0,70117.0,144.0
nsFrC9EYtV-0TazHOyMSUw,5.0,35,2.0,1.0,1.0,0.0,1.0,0.0,70114.0,40.0
rrd9QThX5G728RprMsxcGA,4.5,10,2.0,0.0,0.0,0.0,0.0,0.0,70113.0,58.0
5DVAnEg-BQjDItGVkGTmww,3.0,10,1.0,1.0,1.0,0.0,0.0,1.0,70130.0,602.0
tsaifr1x7MHWsUngvZ1SQA,3.5,339,2.0,1.0,0.0,1.0,1.0,0.0,70130.0,602.0
LTp1bx2_QD17Js3Q4tPrXA,4.5,7,1.0,1.0,0.0,0.0,0.0,0.0,70115.0,267.0
745k3sqcSEQeCNPj799u9w,3.5,48,2.0,1.0,0.0,0.0,0.0,1.0,70129.0,6.0
jrOgLPx0YqKQKd0DF7gRhA,4.0,8,1.0,1.0,1.0,0.0,0.0,1.0,70115.0,267.0
zgTMpOixojZBRgHidammTA,3.0,17,1.0,1.0,0.0,0.0,0.0,1.0,70123.0,27.0
1k6gLCvblOMzFLYeb6CPAQ,2.0,126,2.0,1.0,0.0,0.0,1.0,1.0,70116.0,227.0
R6zldMXLOXDL5biSER8hHA,4.0,59,1.0,1.0,0.0,0.0,0.0,1.0,70122.0,49.0
S7V1a_hhqQlqlDqxK_6szg,3.5,32,3.0,0.0,0.0,1.0,0.0,0.0,70115.0,267.0
HDNeRsScQG_YQevwNPOcJQ,2.5,141,2.0,1.0,0.0,1.0,1.0,1.0,70118.0,165.0
o5UrUOKcmj5GFXmB6Osb6w,4.0,160,2.0,0.0,0.0,0.0,1.0,0.0,70115.0,267.0
mPJ_koPEAfK4E2B0PkKCpg,4.0,71,2.0,1.0,1.0,0.0,1.0,1.0,70115.0,267.0
xoc0CRA7-v4oHD8qxzUFhQ,4.0,13,2.0,1.0,1.0,0.0,0.0,1.0,70130.0,602.0
SdU54YlTaCCFvtcfouoBpQ,4.5,337,2.0,1.0,0.0,0.0,1.0,1.0,70115.0,267.0
HV7AHORTkLqIfhR-tpRmzg,4.5,307,2.0,1.0,1.0,0.0,0.0,1.0,70125.0,57.0
nRTLgg1l9fmIcTpbHoz23Q,3.5,49,2.0,1.0,0.0,0.0,0.0,1.0,70127.0,29.0
MqFQqNhMRaizyVRwsea6EA,4.5,176,2.0,1.0,1.0,0.0,1.0,1.0,70117.0,144.0
uUgRgEdYbp4IPOUK2j-60Q,3.5,28,2.0,1.0,0.0,0.0,1.0,0.0,70115.0,267.0
XiC7tQANHZNtTF0a73kN3g,4.5,21,2.0,1.0,0.0,1.0,0.0,0.0,70139.0,4.0
8H6S80ibhkbLbh41fZI3LQ,3.5,7,1.0,1.0,1.0,0.0,0.0,1.0,70130.0,602.0
3lbhIJ8i-dHzMNtC-FW8tA,5.0,24,2.0,1.0,1.0,0.0,0.0,0.0,70117.0,144.0
inl4r6-fhkLBdt4NExL-Fg,4.5,16,1.0,1.0,0.0,0.0,1.0,0.0,70119.0,214.0
W8YDBLJkvjVf0VUgXwE8VQ,4.0,588,2.0,1.0,0.0,0.0,0.0,1.0,70112.0,173.0
SBtjW_pKw3XaOKtKAavWZg,4.5,665,2.0,0.0,0.0,1.0,0.0,1.0,70130.0,602.0
GleaUnoN1tfFd8TRc_aK8g,2.5,9,2.0,1.0,0.0,0.0,1.0,1.0,70130.0,602.0
1fVxrKKiqyB8q9iVo7aHfg,4.5,35,2.0,1.0,0.0,0.0,0.0,0.0,70118.0,165.0
zlNtAPz4GvSUiljQ-D3cvQ,3.0,200,2.0,1.0,1.0,1.0,1.0,1.0,70112.0,173.0
6NpEFQgyQVBfwXNkSuLf0A,4.5,48,1.0,1.0,1.0,0.0,1.0,1.0,70117.0,144.0
zLuJ2IMuodpBjprqNUZjWg,4.0,12,2.0,0.0,0.0,1.0,0.0,0.0,70112.0,173.0
hfcJ8a-mz2pO1NU3cmeWrQ,4.5,40,2.0,1.0,1.0,1.0,0.0,0.0,70118.0,165.0
gVw224_IlTrx3KHEgFBtMg,3.5,416,2.0,1.0,0.0,0.0,0.0,0.0,70116.0,227.0
iOXuUwWb3UY8Z_kUMCVe_A,2.0,14,1.0,1.0,1.0,0.0,0.0,1.0,70128.0,24.0
DeWn3Uv2DucZZvATXmfKNg,2.0,24,1.0,1.0,1.0,0.0,1.0,1.0,70118.0,165.0
WeU7pN8VmkhxiVD71-pWGA,3.5,5,2.0,0.0,0.0,0.0,0.0,0.0,70116.0,227.0
7dP8atw5hAN7DPDi7GES2g,2.5,17,1.0,1.0,1.0,0.0,0.0,1.0,70125.0,57.0
BHnCAV4_hgqgNZGdfXNJkA,4.0,981,2.0,1.0,0.0,0.0,0.0,1.0,70116.0,227.0
OCzo8T-76iJ_QVB2UX5SEQ,4.0,1006,2.0,0.0,0.0,0.0,0.0,0.0,70112.0,173.0
z44hyZsiPagDa_BnuxC4mg,3.5,5,2.0,1.0,0.0,1.0,0.0,1.0,70115.0,267.0
3CcQS_pHoq9RPaOWYlo_7Q,4.5,10,2.0,0.0,0.0,0.0,1.0,0.0,70130.0,602.0
FiWGTyWJs4p4dLQc8P6-pg,3.5,75,1.0,1.0,1.0,0.0,0.0,1.0,70119.0,214.0
w7zNskFba7Pkhz14BMYb1A,3.0,9,1.0,1.0,0.0,0.0,0.0,1.0,70005.0,1.0
48s0jy9g6XneTAS2LL8Ytg,1.5,15,1.0,0.0,1.0,0.0,0.0,1.0,70119.0,214.0
3NgkGlI1QrEc-5g8zvVpKQ,3.0,309,2.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
SDhiF9UG0gsuaXgCnJR-sQ,4.5,34,1.0,1.0,0.0,0.0,1.0,1.0,70119.0,214.0
c5TYSwk0GsSHMlMEbFc_KQ,5.0,5,2.0,0.0,0.0,0.0,0.0,0.0,70117.0,144.0
8KnMSrMuTI2AtHZ2LOI8OQ,4.0,196,2.0,1.0,0.0,1.0,0.0,0.0,70117.0,144.0
TKaM2UgBZ0kHUmBaDg-25Q,2.0,13,1.0,1.0,0.0,0.0,0.0,1.0,70128.0,24.0
TAuGNUCQ00CVPfCzsFipXg,3.0,143,2.0,1.0,0.0,1.0,0.0,1.0,70119.0,214.0
ft6I8fOrKQtVdM_trVXk8A,3.5,217,2.0,1.0,0.0,1.0,1.0,1.0,70115.0,267.0
e-fXMT8R3j7BKMTh8xn8aw,4.0,384,2.0,1.0,1.0,0.0,1.0,1.0,70117.0,144.0
joxy9N8aJv3_6h0aaYuTzA,4.0,529,2.0,1.0,0.0,0.0,0.0,0.0,70130.0,602.0
5bT-bq-u8rEjBopZg4LCeQ,3.5,166,2.0,1.0,0.0,0.0,1.0,1.0,70114.0,40.0
5CbJgHWgvjyDRw9Sl4BXhg,4.0,825,2.0,1.0,1.0,0.0,0.0,0.0,70116.0,227.0
0M1l6p96IffjQi9EZsdVhw,3.5,594,3.0,0.0,0.0,1.0,0.0,1.0,70130.0,602.0
kdqoDMuvyNedsouc1i33vQ,3.5,312,2.0,1.0,1.0,1.0,1.0,1.0,70115.0,267.0
EHhwVLuIIrq4somySU0m8A,4.0,226,3.0,0.0,0.0,0.0,1.0,0.0,70130.0,602.0
pRYLzQUQjXme7nCYENlp9w,4.0,7,1.0,1.0,0.0,0.0,0.0,1.0,70127.0,29.0
jTwwa0GFB1eDCn4PK8Wwdg,3.5,5,1.0,1.0,0.0,0.0,0.0,1.0,70117.0,144.0
FxeakFEI6gObK0CxcOft-A,3.5,155,2.0,1.0,0.0,0.0,1.0,1.0,70115.0,267.0
lPperLiGwJVEr9n8LfGZ5g,4.5,46,2.0,1.0,1.0,0.0,0.0,1.0,70114.0,40.0
q1whmG4Jdift2yL5nSJR_Q,4.5,24,2.0,1.0,1.0,0.0,0.0,0.0,70118.0,165.0
XeLAOIv2Ky1wyzIjoTa3Mg,4.5,90,2.0,1.0,1.0,0.0,1.0,0.0,70119.0,214.0
9740uBf31ch5X6A2ALTOjw,4.5,79,2.0,1.0,1.0,1.0,1.0,0.0,70115.0,267.0
hdsSqJ6XotB8LUyWjM0LKQ,4.5,134,2.0,1.0,1.0,0.0,1.0,1.0,70117.0,144.0
geuZssQDB8yblCpFYwoqAw,4.0,261,3.0,1.0,0.0,1.0,1.0,0.0,70116.0,227.0
Msussh2dL_qcL3rOVhTfUA,4.5,25,2.0,1.0,0.0,1.0,1.0,1.0,70117.0,144.0
v00u4Ui7dnHba1CrU_g40g,3.5,24,2.0,1.0,0.0,0.0,0.0,1.0,70130.0,602.0
11qwVOxX-Z0bWAnfpVLnlw,3.5,181,1.0,1.0,1.0,0.0,0.0,1.0,70130.0,602.0
WCKHQm5lLF8LhDOzJiixOA,4.5,34,2.0,1.0,1.0,0.0,0.0,0.0,70116.0,227.0
GevY5sVM5PKhnAy5BbdeVQ,3.5,55,2.0,1.0,1.0,0.0,1.0,0.0,70115.0,267.0
p08wWg9hIsvun4l-cfuWRg,4.5,52,2.0,1.0,1.0,0.0,1.0,1.0,70119.0,214.0
